"count","level_text","province_code"
82,"Networks+Network properties",11
77,"Networks+Network protocols",11
90,"Networks+Network services",11
296,"Networks+Network types",11
110,"Security and privacy",11
12,"Security and privacy+Cryptography",11
1,"Security and privacy+Database and storage security",11
9,"Security and privacy+Formal methods and theory of security",11
17,"Security and privacy+Human and societal aspects of security and privacy",11
25,"Security and privacy+Intrusion/anomaly detection and malware mitigation",11
25,"Security and privacy+Network security",11
13,"Security and privacy+Security in hardware",11
49,"Security and privacy+Security services",11
29,"Security and privacy+Software and application security",11
42,"Security and privacy+Systems security",11
73,"Social and professional topics",11
37,"Social and professional topics+Computing / technology policy",11
139,"Social and professional topics+Professional topics",11
31,"Social and professional topics+User characteristics",11
103,"Software and its engineering",11
182,"Software and its engineering+Software creation and management",11
45,"Software and its engineering+Software notations and tools",11
152,"Software and its engineering+Software organization and properties",11
128,"Theory of computation",11
2,"Theory of computation+Computational complexity and cryptography",11
170,"Theory of computation+Design and analysis of algorithms",11
1,"Theory of computation+Formal languages and automata theory",11
8,"Theory of computation+Logic",11
9,"Theory of computation+Models of computation",11
13,"Theory of computation+Semantics and reasoning",11
161,"Theory of computation+Theory and algorithms for application domains",11
32,"Applied computing",12
6,"Applied computing+Arts and humanities",12
3,"Applied computing+Computers in other domains",12
5,"Applied computing+Education",12
4,"Applied computing+Electronic commerce",12
1,"Applied computing+Enterprise computing",12
2,"Applied computing+Law, social and behavioral sciences",12
43,"Applied computing+Life and medical sciences",12
7,"Applied computing+Operations research",12
15,"Applied computing+Physical sciences and engineering",12
16,"Computer systems organization",12
9,"Computer systems organization+Architectures",12
4,"Computer systems organization+Dependable and fault-tolerant systems and networks",12
31,"Computer systems organization+Embedded and cyber-physical systems",12
87,"Computing methodologies",12
168,"Computing methodologies+Artificial intelligence",12
20,"Computing methodologies+Computer graphics",12
92,"Computing methodologies+Machine learning",12
25,"Computing methodologies+Modeling and simulation",12
2,"Computing methodologies+Symbolic and algebraic manipulation",12
7,"General and reference",12
8,"General and reference+Cross-computing tools and techniques",12
6,"General and reference+Document types",12
7,"Hardware",12
2,"Hardware+Communication hardware, interfaces and storage",12
2,"Hardware+Electronic design automation",12
8,"Hardware+Power and energy",12
5,"Hardware+Robustness",12
8,"Human-centered computing",12
8,"Human-centered computing+Human computer interaction (HCI)",12
11,"Human-centered computing+Ubiquitous and mobile computing",12
25,"Information systems",12
15,"Information systems+Data management systems",12
27,"Information systems+Information retrieval",12
3,"Information systems+Information storage systems",12
30,"Information systems+Information systems applications",12
10,"Information systems+World Wide Web",12
15,"Mathematics of computing",12
8,"Mathematics of computing+Discrete mathematics",12
23,"Mathematics of computing+Mathematical analysis",12
2,"Mathematics of computing+Mathematical software",12
4,"Mathematics of computing+Probability and statistics",12
26,"Networks",12
5,"Networks+Network algorithms",12
1,"Networks+Network architectures",12
3,"Networks+Network components",12
4,"Networks+Network performance evaluation",12
6,"Networks+Network properties",12
14,"Networks+Network protocols",12
4,"Networks+Network services",12
31,"Networks+Network types",12
9,"Security and privacy",12
3,"Security and privacy+Cryptography",12
2,"Security and privacy+Intrusion/anomaly detection and malware mitigation",12
2,"Security and privacy+Network security",12
6,"Security and privacy+Security services",12
2,"Security and privacy+Systems security",12
4,"Social and professional topics",12
4,"Social and professional topics+Computing / technology policy",12
4,"Social and professional topics+Professional topics",12
9,"Software and its engineering",12
19,"Software and its engineering+Software creation and management",12
2,"Software and its engineering+Software notations and tools",12
14,"Software and its engineering+Software organization and properties",12
15,"Theory of computation",12
16,"Theory of computation+Design and analysis of algorithms",12
6,"Theory of computation+Models of computation",12
1,"Theory of computation+Randomness, geometry and discrete structures",12
33,"Theory of computation+Theory and algorithms for application domains",12
8,"Applied computing",13
2,"Applied computing+Arts and humanities",13
5,"Applied computing+Education",13
16,"Applied computing+Life and medical sciences",13
2,"Applied computing+Physical sciences and engineering",13
1,"Computer systems organization",13
2,"Computer systems organization+Real-time systems",13
21,"Computing methodologies",13
18,"Computing methodologies+Artificial intelligence",13
8,"Computing methodologies+Computer graphics",13
16,"Computing methodologies+Machine learning",13
10,"Computing methodologies+Modeling and simulation",13
3,"Computing methodologies+Symbolic and algebraic manipulation",13
1,"General and reference",13
3,"General and reference+Cross-computing tools and techniques",13
5,"Hardware",13
2,"Hardware+Communication hardware, interfaces and storage",13
5,"Hardware+Emerging technologies",13
3,"Hardware+Power and energy",13
1,"Hardware+Printed circuit boards",13
1,"Human-centered computing",13
2,"Human-centered computing+Ubiquitous and mobile computing",13
7,"Information systems",13
3,"Information systems+Data management systems",13
8,"Information systems+Information retrieval",13
14,"Information systems+Information systems applications",13
5,"Mathematics of computing",13
13,"Mathematics of computing+Mathematical analysis",13
7,"Networks",13
5,"Networks+Network protocols",13
2,"Networks+Network services",13
10,"Networks+Network types",13
4,"Social and professional topics",13
12,"Social and professional topics+Professional topics",13
1,"Software and its engineering",13
3,"Software and its engineering+Software creation and management",13
2,"Applied computing",14
2,"Applied computing+Life and medical sciences",14
2,"Applied computing+Physical sciences and engineering",14
4,"Computer systems organization",14
4,"Computer systems organization+Architectures",14
2,"Computer systems organization+Dependable and fault-tolerant systems and networks",14
5,"Computing methodologies",14
12,"Computing methodologies+Computer graphics",14
4,"Computing methodologies+Machine learning",14
2,"General and reference",14
4,"General and reference+Cross-computing tools and techniques",14
2,"Information systems",14
4,"Information systems+Information retrieval",14
1,"Information systems+Information systems applications",14
1,"Mathematics of computing",14
3,"Mathematics of computing+Mathematical analysis",14
7,"Networks",14
1,"Networks+Network services",14
8,"Networks+Network types",14
1,"Social and professional topics",14
4,"Social and professional topics+Professional topics",14
3,"Theory of computation",14
3,"Theory of computation+Design and analysis of algorithms",14
6,"Theory of computation+Theory and algorithms for application domains",14
4,"Applied computing",15
2,"Applied computing+Arts and humanities",15
6,"Applied computing+Life and medical sciences",15
2,"Applied computing+Physical sciences and engineering",15
8,"Computing methodologies",15
13,"Computing methodologies+Artificial intelligence",15
18,"Computing methodologies+Machine learning",15
5,"Hardware",15
8,"Hardware+Communication hardware, interfaces and storage",15
6,"Hardware+Electronic design automation",15
1,"Human-centered computing",15
1,"Human-centered computing+Collaborative and social computing",15
4,"Information systems",15
1,"Information systems+Information retrieval",15
3,"Information systems+Information storage systems",15
4,"Information systems+Information systems applications",15
2,"Networks",15
3,"Networks+Network algorithms",15
2,"Networks+Network protocols",15
1,"Social and professional topics",15
3,"Social and professional topics+Professional topics",15
3,"Software and its engineering",15
2,"Software and its engineering+Software creation and management",15
2,"Software and its engineering+Software notations and tools",15
4,"Software and its engineering+Software organization and properties",15
2,"Theory of computation",15
2,"Theory of computation+Design and analysis of algorithms",15
4,"Theory of computation+Theory and algorithms for application domains",15
14,"Applied computing",21
10,"Applied computing+Education",21
1,"Applied computing+Electronic commerce",21
2,"Applied computing+Enterprise computing",21
19,"Applied computing+Life and medical sciences",21
4,"Applied computing+Physical sciences and engineering",21
6,"Computer systems organization",21
9,"Computer systems organization+Architectures",21
5,"Computer systems organization+Embedded and cyber-physical systems",21
1,"Computer systems organization+Real-time systems",21
61,"Computing methodologies",21
99,"Computing methodologies+Artificial intelligence",21
14,"Computing methodologies+Computer graphics",21
76,"Computing methodologies+Machine learning",21
14,"Computing methodologies+Modeling and simulation",21
2,"Computing methodologies+Parallel computing methodologies",21
3,"Computing methodologies+Symbolic and algebraic manipulation",21
3,"General and reference",21
2,"General and reference+Cross-computing tools and techniques",21
4,"General and reference+Document types",21
6,"Hardware",21
8,"Hardware+Communication hardware, interfaces and storage",21
4,"Hardware+Hardware test",21
2,"Hardware+Robustness",21
3,"Human-centered computing",21
1,"Human-centered computing+Human computer interaction (HCI)",21
1,"Human-centered computing+Ubiquitous and mobile computing",21
3,"Human-centered computing+Visualization",21
16,"Information systems",21
1,"Information systems+Data management systems",21
10,"Information systems+Information retrieval",21
24,"Information systems+Information systems applications",21
7,"Information systems+World Wide Web",21
9,"Mathematics of computing",21
1,"Mathematics of computing+Discrete mathematics",21
17,"Mathematics of computing+Mathematical analysis",21
1,"Mathematics of computing+Probability and statistics",21
19,"Networks",21
12,"Networks+Network architectures",21
2,"Networks+Network components",21
5,"Networks+Network properties",21
4,"Networks+Network services",21
16,"Networks+Network types",21
6,"Security and privacy",21
3,"Security and privacy+Cryptography",21
2,"Security and privacy+Formal methods and theory of security",21
2,"Security and privacy+Human and societal aspects of security and privacy",21
4,"Security and privacy+Security services",21
2,"Security and privacy+Systems security",21
7,"Social and professional topics",21
4,"Social and professional topics+Computing / technology policy",21
12,"Social and professional topics+Professional topics",21
7,"Software and its engineering",21
8,"Software and its engineering+Software creation and management",21
5,"Software and its engineering+Software notations and tools",21
10,"Software and its engineering+Software organization and properties",21
13,"Theory of computation",21
10,"Theory of computation+Design and analysis of algorithms",21
1,"Theory of computation+Models of computation",21
30,"Theory of computation+Theory and algorithms for application domains",21
13,"Applied computing",22
1,"Applied computing+Computers in other domains",22
8,"Applied computing+Education",22
2,"Applied computing+Law, social and behavioral sciences",22
16,"Applied computing+Life and medical sciences",22
2,"Applied computing+Operations research",22
2,"Applied computing+Physical sciences and engineering",22
1,"Computer systems organization",22
3,"Computer systems organization+Architectures",22
33,"Computing methodologies",22
60,"Computing methodologies+Artificial intelligence",22
9,"Computing methodologies+Computer graphics",22
29,"Computing methodologies+Machine learning",22
8,"Computing methodologies+Modeling and simulation",22
1,"General and reference",22
2,"General and reference+Cross-computing tools and techniques",22
1,"Hardware",22
4,"Hardware+Power and energy",22
3,"Human-centered computing",22
2,"Human-centered computing+Collaborative and social computing",22
5,"Human-centered computing+Human computer interaction (HCI)",22
17,"Information systems",22
6,"Information systems+Data management systems",22
27,"Information systems+Information retrieval",22
12,"Information systems+Information systems applications",22
4,"Information systems+World Wide Web",22
3,"Mathematics of computing",22
1,"Mathematics of computing+Information theory",22
1,"Mathematics of computing+Mathematical analysis",22
2,"Mathematics of computing+Probability and statistics",22
8,"Networks",22
2,"Networks+Network properties",22
16,"Networks+Network types",22
1,"Social and professional topics",22
2,"Social and professional topics+Professional topics",22
1,"Software and its engineering",22
3,"Software and its engineering+Software notations and tools",22
4,"Theory of computation",22
1,"Theory of computation+Design and analysis of algorithms",22
2,"Theory of computation+Logic",22
1,"Theory of computation+Models of computation",22
3,"Theory of computation+Theory and algorithms for application domains",22
25,"Applied computing",23
2,"Applied computing+Computers in other domains",23
3,"Applied computing+Document management and text processing",23
3,"Applied computing+Education",23
6,"Applied computing+Enterprise computing",23
2,"Applied computing+Law, social and behavioral sciences",23
8,"Applied computing+Life and medical sciences",23
6,"Applied computing+Operations research",23
28,"Applied computing+Physical sciences and engineering",23
18,"Computer systems organization",23
3,"Computer systems organization+Architectures",23
5,"Computer systems organization+Dependable and fault-tolerant systems and networks",23
33,"Computer systems organization+Embedded and cyber-physical systems",23
74,"Computing methodologies",23
133,"Computing methodologies+Artificial intelligence",23
15,"Computing methodologies+Computer graphics",23
64,"Computing methodologies+Machine learning",23
37,"Computing methodologies+Modeling and simulation",23
3,"Computing methodologies+Symbolic and algebraic manipulation",23
2,"General and reference",23
2,"General and reference+Document types",23
19,"Hardware",23
16,"Hardware+Communication hardware, interfaces and storage",23
10,"Hardware+Integrated circuits",23
22,"Hardware+Power and energy",23
7,"Human-centered computing",23
2,"Human-centered computing+Collaborative and social computing",23
7,"Human-centered computing+Human computer interaction (HCI)",23
2,"Human-centered computing+Interaction design",23
3,"Human-centered computing+Ubiquitous and mobile computing",23
5,"Human-centered computing+Visualization",23
25,"Information systems",23
12,"Information systems+Data management systems",23
8,"Information systems+Information retrieval",23
35,"Information systems+Information systems applications",23
8,"Information systems+World Wide Web",23
19,"Mathematics of computing",23
48,"Mathematics of computing+Mathematical analysis",23
8,"Mathematics of computing+Probability and statistics",23
16,"Networks",23
1,"Networks+Network algorithms",23
1,"Networks+Network services",23
29,"Networks+Network types",23
4,"Security and privacy",23
3,"Security and privacy+Security in hardware",23
8,"Social and professional topics",23
6,"Social and professional topics+Computing / technology policy",23
16,"Social and professional topics+Professional topics",23
5,"Software and its engineering",23
4,"Software and its engineering+Software creation and management",23
2,"Software and its engineering+Software notations and tools",23
4,"Software and its engineering+Software organization and properties",23
9,"Theory of computation",23
14,"Theory of computation+Design and analysis of algorithms",23
13,"Theory of computation+Theory and algorithms for application domains",23
125,"Applied computing",31
10,"Applied computing+Arts and humanities",31
2,"Applied computing+Computer forensics",31
8,"Applied computing+Computers in other domains",31
10,"Applied computing+Document management and text processing",31
14,"Applied computing+Education",31
15,"Applied computing+Electronic commerce",31
3,"Applied computing+Enterprise computing",31
12,"Applied computing+Law, social and behavioral sciences",31
139,"Applied computing+Life and medical sciences",31
38,"Applied computing+Operations research",31
46,"Applied computing+Physical sciences and engineering",31
87,"Computer systems organization",31
60,"Computer systems organization+Architectures",31
27,"Computer systems organization+Dependable and fault-tolerant systems and networks",31
127,"Computer systems organization+Embedded and cyber-physical systems",31
10,"Computer systems organization+Real-time systems",31
352,"Computing methodologies",31
663,"Computing methodologies+Artificial intelligence",31
72,"Computing methodologies+Computer graphics",31
2,"Computing methodologies+Concurrent computing methodologies",31
3,"Computing methodologies+Distributed computing methodologies",31
400,"Computing methodologies+Machine learning",31
84,"Computing methodologies+Modeling and simulation",31
16,"Computing methodologies+Parallel computing methodologies",31
10,"Computing methodologies+Symbolic and algebraic manipulation",31
39,"General and reference",31
63,"General and reference+Cross-computing tools and techniques",31
18,"General and reference+Document types",31
56,"Hardware",31
39,"Hardware+Communication hardware, interfaces and storage",31
22,"Hardware+Electronic design automation",31
11,"Hardware+Emerging technologies",31
18,"Hardware+Hardware validation",31
23,"Hardware+Integrated circuits",31
34,"Hardware+Power and energy",31
4,"Hardware+Printed circuit boards",31
12,"Hardware+Robustness",31
6,"Hardware+Very large scale integration design",31
55,"Human-centered computing",31
14,"Human-centered computing+Collaborative and social computing",31
52,"Human-centered computing+Human computer interaction (HCI)",31
51,"Human-centered computing+Ubiquitous and mobile computing",31
12,"Human-centered computing+Visualization",31
109,"Information systems",31
52,"Information systems+Data management systems",31
104,"Information systems+Information retrieval",31
24,"Information systems+Information storage systems",31
133,"Information systems+Information systems applications",31
66,"Information systems+World Wide Web",31
53,"Mathematics of computing",31
20,"Mathematics of computing+Discrete mathematics",31
4,"Mathematics of computing+Information theory",31
98,"Mathematics of computing+Mathematical analysis",31
3,"Mathematics of computing+Mathematical software",31
36,"Mathematics of computing+Probability and statistics",31
84,"Networks",31
23,"Networks+Network algorithms",31
4,"Networks+Network architectures",31
4,"Networks+Network components",31
32,"Networks+Network performance evaluation",31
22,"Networks+Network properties",31
15,"Networks+Network protocols",31
19,"Networks+Network services",31
98,"Networks+Network types",31
49,"Security and privacy",31
14,"Security and privacy+Cryptography",31
1,"Security and privacy+Database and storage security",31
7,"Security and privacy+Formal methods and theory of security",31
11,"Security and privacy+Human and societal aspects of security and privacy",31
4,"Security and privacy+Intrusion/anomaly detection and malware mitigation",31
16,"Security and privacy+Network security",31
5,"Security and privacy+Security in hardware",31
14,"Security and privacy+Security services",31
11,"Security and privacy+Software and application security",31
29,"Security and privacy+Systems security",31
28,"Social and professional topics",31
7,"Social and professional topics+Computing / technology policy",31
69,"Social and professional topics+Professional topics",31
10,"Social and professional topics+User characteristics",31
40,"Software and its engineering",31
49,"Software and its engineering+Software creation and management",31
23,"Software and its engineering+Software notations and tools",31
85,"Software and its engineering+Software organization and properties",31
80,"Theory of computation",31
3,"Theory of computation+Computational complexity and cryptography",31
94,"Theory of computation+Design and analysis of algorithms",31
21,"Theory of computation+Logic",31
6,"Theory of computation+Models of computation",31
3,"Theory of computation+Randomness, geometry and discrete structures",31
17,"Theory of computation+Semantics and reasoning",31
87,"Theory of computation+Theory and algorithms for application domains",31
66,"Applied computing",32
2,"Applied computing+Arts and humanities",32
4,"Applied computing+Computer forensics",32
5,"Applied computing+Computers in other domains",32
1,"Applied computing+Document management and text processing",32
7,"Applied computing+Education",32
10,"Applied computing+Enterprise computing",32
6,"Applied computing+Law, social and behavioral sciences",32
63,"Applied computing+Life and medical sciences",32
12,"Applied computing+Operations research",32
44,"Applied computing+Physical sciences and engineering",32
34,"Computer systems organization",32
25,"Computer systems organization+Architectures",32
15,"Computer systems organization+Dependable and fault-tolerant systems and networks",32
41,"Computer systems organization+Embedded and cyber-physical systems",32
265,"Computing methodologies",32
390,"Computing methodologies+Artificial intelligence",32
67,"Computing methodologies+Computer graphics",32
4,"Computing methodologies+Distributed computing methodologies",32
285,"Computing methodologies+Machine learning",32
120,"Computing methodologies+Modeling and simulation",32
5,"Computing methodologies+Parallel computing methodologies",32
10,"Computing methodologies+Symbolic and algebraic manipulation",32
14,"General and reference",32
28,"General and reference+Cross-computing tools and techniques",32
4,"General and reference+Document types",32
36,"Hardware",32
39,"Hardware+Communication hardware, interfaces and storage",32
9,"Hardware+Electronic design automation",32
5,"Hardware+Emerging technologies",32
6,"Hardware+Hardware validation",32
3,"Hardware+Integrated circuits",32
14,"Hardware+Power and energy",32
6,"Hardware+Robustness",32
1,"Hardware+Very large scale integration design",32
27,"Human-centered computing",32
2,"Human-centered computing+Collaborative and social computing",32
52,"Human-centered computing+Human computer interaction (HCI)",32
5,"Human-centered computing+Interaction design",32
24,"Human-centered computing+Ubiquitous and mobile computing",32
95,"Information systems",32
33,"Information systems+Data management systems",32
68,"Information systems+Information retrieval",32
9,"Information systems+Information storage systems",32
133,"Information systems+Information systems applications",32
32,"Information systems+World Wide Web",32
51,"Mathematics of computing",32
18,"Mathematics of computing+Discrete mathematics",32
92,"Mathematics of computing+Mathematical analysis",32
34,"Mathematics of computing+Probability and statistics",32
93,"Networks",32
9,"Networks+Network algorithms",32
4,"Networks+Network architectures",32
7,"Networks+Network components",32
14,"Networks+Network performance evaluation",32
20,"Networks+Network properties",32
19,"Networks+Network protocols",32
21,"Networks+Network services",32
147,"Networks+Network types",32
46,"Security and privacy",32
15,"Security and privacy+Cryptography",32
3,"Security and privacy+Database and storage security",32
6,"Security and privacy+Formal methods and theory of security",32
10,"Security and privacy+Human and societal aspects of security and privacy",32
12,"Security and privacy+Intrusion/anomaly detection and malware mitigation",32
13,"Security and privacy+Network security",32
7,"Security and privacy+Security in hardware",32
4,"Security and privacy+Security services",32
13,"Security and privacy+Software and application security",32
11,"Security and privacy+Systems security",32
21,"Social and professional topics",32
27,"Social and professional topics+Computing / technology policy",32
23,"Social and professional topics+Professional topics",32
31,"Software and its engineering",32
89,"Software and its engineering+Software creation and management",32
9,"Software and its engineering+Software notations and tools",32
42,"Software and its engineering+Software organization and properties",32
39,"Theory of computation",32
2,"Theory of computation+Computational complexity and cryptography",32
49,"Theory of computation+Design and analysis of algorithms",32
3,"Theory of computation+Formal languages and automata theory",32
8,"Theory of computation+Models of computation",32
5,"Theory of computation+Randomness, geometry and discrete structures",32
4,"Theory of computation+Semantics and reasoning",32
32,"Theory of computation+Theory and algorithms for application domains",32
49,"Applied computing",33
2,"Applied computing+Arts and humanities",33
1,"Applied computing+Computer forensics",33
6,"Applied computing+Computers in other domains",33
5,"Applied computing+Education",33
10,"Applied computing+Electronic commerce",33
7,"Applied computing+Enterprise computing",33
4,"Applied computing+Law, social and behavioral sciences",33
22,"Applied computing+Life and medical sciences",33
13,"Applied computing+Operations research",33
37,"Applied computing+Physical sciences and engineering",33
39,"Computer systems organization",33
34,"Computer systems organization+Architectures",33
17,"Computer systems organization+Dependable and fault-tolerant systems and networks",33
55,"Computer systems organization+Embedded and cyber-physical systems",33
4,"Computer systems organization+Real-time systems",33
198,"Computing methodologies",33
350,"Computing methodologies+Artificial intelligence",33
53,"Computing methodologies+Computer graphics",33
1,"Computing methodologies+Distributed computing methodologies",33
261,"Computing methodologies+Machine learning",33
52,"Computing methodologies+Modeling and simulation",33
3,"Computing methodologies+Symbolic and algebraic manipulation",33
16,"General and reference",33
26,"General and reference+Cross-computing tools and techniques",33
6,"General and reference+Document types",33
13,"Hardware",33
8,"Hardware+Communication hardware, interfaces and storage",33
3,"Hardware+Emerging technologies",33
3,"Hardware+Hardware test",33
3,"Hardware+Integrated circuits",33
19,"Hardware+Power and energy",33
3,"Hardware+Very large scale integration design",33
36,"Human-centered computing",33
1,"Human-centered computing+Accessibility",33
9,"Human-centered computing+Collaborative and social computing",33
47,"Human-centered computing+Human computer interaction (HCI)",33
7,"Human-centered computing+Interaction design",33
30,"Human-centered computing+Ubiquitous and mobile computing",33
13,"Human-centered computing+Visualization",33
113,"Information systems",33
56,"Information systems+Data management systems",33
171,"Information systems+Information retrieval",33
6,"Information systems+Information storage systems",33
79,"Information systems+Information systems applications",33
69,"Information systems+World Wide Web",33
26,"Mathematics of computing",33
25,"Mathematics of computing+Discrete mathematics",33
40,"Mathematics of computing+Mathematical analysis",33
10,"Mathematics of computing+Probability and statistics",33
56,"Networks",33
7,"Networks+Network algorithms",33
2,"Networks+Network architectures",33
12,"Networks+Network performance evaluation",33
26,"Networks+Network properties",33
14,"Networks+Network protocols",33
22,"Networks+Network services",33
54,"Networks+Network types",33
23,"Security and privacy",33
3,"Security and privacy+Cryptography",33
2,"Security and privacy+Database and storage security",33
1,"Security and privacy+Formal methods and theory of security",33
12,"Security and privacy+Human and societal aspects of security and privacy",33
4,"Security and privacy+Intrusion/anomaly detection and malware mitigation",33
2,"Security and privacy+Network security",33
9,"Security and privacy+Security services",33
8,"Security and privacy+Software and application security",33
6,"Security and privacy+Systems security",33
11,"Social and professional topics",33
10,"Social and professional topics+Computing / technology policy",33
16,"Social and professional topics+Professional topics",33
4,"Social and professional topics+User characteristics",33
21,"Software and its engineering",33
47,"Software and its engineering+Software creation and management",33
8,"Software and its engineering+Software notations and tools",33
22,"Software and its engineering+Software organization and properties",33
29,"Theory of computation",33
36,"Theory of computation+Design and analysis of algorithms",33
4,"Theory of computation+Logic",33
7,"Theory of computation+Models of computation",33
3,"Theory of computation+Semantics and reasoning",33
52,"Theory of computation+Theory and algorithms for application domains",33
41,"Applied computing",34
9,"Applied computing+Arts and humanities",34
4,"Applied computing+Computers in other domains",34
1,"Applied computing+Document management and text processing",34
9,"Applied computing+Education",34
1,"Applied computing+Electronic commerce",34
3,"Applied computing+Enterprise computing",34
10,"Applied computing+Law, social and behavioral sciences",34
35,"Applied computing+Life and medical sciences",34
6,"Applied computing+Operations research",34
20,"Applied computing+Physical sciences and engineering",34
29,"Computer systems organization",34
28,"Computer systems organization+Architectures",34
14,"Computer systems organization+Dependable and fault-tolerant systems and networks",34
41,"Computer systems organization+Embedded and cyber-physical systems",34
2,"Computer systems organization+Real-time systems",34
153,"Computing methodologies",34
305,"Computing methodologies+Artificial intelligence",34
40,"Computing methodologies+Computer graphics",34
182,"Computing methodologies+Machine learning",34
37,"Computing methodologies+Modeling and simulation",34
3,"Computing methodologies+Parallel computing methodologies",34
8,"General and reference",34
12,"General and reference+Cross-computing tools and techniques",34
4,"General and reference+Document types",34
20,"Hardware",34
23,"Hardware+Communication hardware, interfaces and storage",34
2,"Hardware+Electronic design automation",34
6,"Hardware+Emerging technologies",34
11,"Hardware+Integrated circuits",34
12,"Hardware+Power and energy",34
1,"Hardware+Robustness",34
2,"Hardware+Very large scale integration design",34
24,"Human-centered computing",34
13,"Human-centered computing+Collaborative and social computing",34
16,"Human-centered computing+Human computer interaction (HCI)",34
2,"Human-centered computing+Interaction design",34
22,"Human-centered computing+Ubiquitous and mobile computing",34
71,"Information systems",34
21,"Information systems+Data management systems",34
111,"Information systems+Information retrieval",34
3,"Information systems+Information storage systems",34
81,"Information systems+Information systems applications",34
31,"Information systems+World Wide Web",34
8,"Mathematics of computing",34
2,"Mathematics of computing+Continuous mathematics",34
4,"Mathematics of computing+Discrete mathematics",34
13,"Mathematics of computing+Mathematical analysis",34
27,"Networks",34
6,"Networks+Network algorithms",34
6,"Networks+Network architectures",34
2,"Networks+Network components",34
6,"Networks+Network performance evaluation",34
10,"Networks+Network properties",34
8,"Networks+Network protocols",34
6,"Networks+Network services",34
26,"Networks+Network types",34
19,"Security and privacy",34
3,"Security and privacy+Cryptography",34
7,"Security and privacy+Human and societal aspects of security and privacy",34
1,"Security and privacy+Intrusion/anomaly detection and malware mitigation",34
4,"Security and privacy+Network security",34
11,"Security and privacy+Security services",34
2,"Security and privacy+Software and application security",34
8,"Security and privacy+Systems security",34
10,"Social and professional topics",34
10,"Social and professional topics+Computing / technology policy",34
15,"Social and professional topics+Professional topics",34
10,"Software and its engineering",34
15,"Software and its engineering+Software creation and management",34
14,"Software and its engineering+Software notations and tools",34
17,"Software and its engineering+Software organization and properties",34
16,"Theory of computation",34
1,"Theory of computation+Computational complexity and cryptography",34
34,"Theory of computation+Design and analysis of algorithms",34
2,"Theory of computation+Models of computation",34
4,"Theory of computation+Semantics and reasoning",34
11,"Theory of computation+Theory and algorithms for application domains",34
14,"Applied computing",35
4,"Applied computing+Computer forensics",35
2,"Applied computing+Computers in other domains",35
1,"Applied computing+Enterprise computing",35
32,"Applied computing+Life and medical sciences",35
4,"Computer systems organization",35
3,"Computer systems organization+Architectures",35
4,"Computer systems organization+Dependable and fault-tolerant systems and networks",35
8,"Computer systems organization+Embedded and cyber-physical systems",35
37,"Computing methodologies",35
49,"Computing methodologies+Artificial intelligence",35
16,"Computing methodologies+Computer graphics",35
49,"Computing methodologies+Machine learning",35
9,"Computing methodologies+Modeling and simulation",35
1,"General and reference",35
6,"Hardware",35
6,"Hardware+Communication hardware, interfaces and storage",35
