"count","level_text","province_code"
1,"Hardware+Very large scale integration design",21
4,"Human-centered computing",21
3,"Human-centered computing+Collaborative and social computing",21
5,"Human-centered computing+Human computer interaction (HCI)",21
2,"Human-centered computing+Interaction design",21
6,"Information systems",21
7,"Information systems+Information retrieval",21
8,"Information systems+Information systems applications",21
2,"Information systems+World Wide Web",21
1,"Mathematics of computing",21
3,"Mathematics of computing+Mathematical analysis",21
1,"Networks",21
2,"Networks+Network properties",21
1,"Social and professional topics",21
1,"Social and professional topics+Professional topics",21
1,"Software and its engineering",21
4,"Software and its engineering+Software organization and properties",21
1,"Theory of computation",21
1,"Theory of computation+Design and analysis of algorithms",21
3,"Applied computing",22
2,"Applied computing+Education",22
8,"Applied computing+Life and medical sciences",22
1,"Computer systems organization",22
2,"Computer systems organization+Dependable and fault-tolerant systems and networks",22
3,"Computer systems organization+Embedded and cyber-physical systems",22
9,"Computing methodologies",22
11,"Computing methodologies+Artificial intelligence",22
3,"Computing methodologies+Computer graphics",22
14,"Computing methodologies+Machine learning",22
1,"Hardware",22
1,"Hardware+Hardware test",22
1,"Human-centered computing",22
5,"Human-centered computing+Human computer interaction (HCI)",22
2,"Information systems",22
6,"Information systems+Information retrieval",22
1,"Networks",22
2,"Networks+Network properties",22
1,"Theory of computation",22
3,"Theory of computation+Design and analysis of algorithms",22
4,"Theory of computation+Theory and algorithms for application domains",22
6,"Applied computing",23
2,"Applied computing+Arts and humanities",23
8,"Applied computing+Education",23
2,"Applied computing+Law, social and behavioral sciences",23
6,"Computer systems organization",23
6,"Computer systems organization+Architectures",23
3,"Computer systems organization+Dependable and fault-tolerant systems and networks",23
8,"Computer systems organization+Embedded and cyber-physical systems",23
15,"Computing methodologies",23
18,"Computing methodologies+Artificial intelligence",23
12,"Computing methodologies+Computer graphics",23
14,"Computing methodologies+Machine learning",23
3,"Computing methodologies+Modeling and simulation",23
1,"General and reference",23
2,"General and reference+Cross-computing tools and techniques",23
4,"Hardware",23
3,"Hardware+Communication hardware, interfaces and storage",23
3,"Hardware+Integrated circuits",23
6,"Hardware+Robustness",23
2,"Human-centered computing",23
4,"Human-centered computing+Interaction design",23
3,"Human-centered computing+Visualization",23
5,"Information systems",23
6,"Information systems+Information retrieval",23
9,"Information systems+Information systems applications",23
3,"Information systems+World Wide Web",23
1,"Mathematics of computing",23
4,"Mathematics of computing+Mathematical analysis",23
7,"Networks",23
3,"Networks+Network algorithms",23
4,"Networks+Network performance evaluation",23
7,"Networks+Network properties",23
6,"Networks+Network types",23
1,"Security and privacy",23
1,"Social and professional topics",23
2,"Social and professional topics+Computing / technology policy",23
29,"Applied computing",31
5,"Applied computing+Arts and humanities",31
2,"Applied computing+Computer forensics",31
9,"Applied computing+Education",31
7,"Applied computing+Electronic commerce",31
4,"Applied computing+Law, social and behavioral sciences",31
32,"Applied computing+Life and medical sciences",31
8,"Applied computing+Operations research",31
1,"Applied computing+Physical sciences and engineering",31
8,"Computer systems organization",31
11,"Computer systems organization+Architectures",31
3,"Computer systems organization+Dependable and fault-tolerant systems and networks",31
6,"Computer systems organization+Embedded and cyber-physical systems",31
1,"Computer systems organization+Real-time systems",31
76,"Computing methodologies",31
142,"Computing methodologies+Artificial intelligence",31
21,"Computing methodologies+Computer graphics",31
2,"Computing methodologies+Distributed computing methodologies",31
104,"Computing methodologies+Machine learning",31
9,"Computing methodologies+Modeling and simulation",31
3,"Computing methodologies+Symbolic and algebraic manipulation",31
2,"General and reference",31
2,"General and reference+Cross-computing tools and techniques",31
2,"General and reference+Document types",31
13,"Hardware",31
10,"Hardware+Electronic design automation",31
2,"Hardware+Emerging technologies",31
3,"Hardware+Hardware validation",31
26,"Hardware+Integrated circuits",31
3,"Hardware+Robustness",31
4,"Hardware+Very large scale integration design",31
26,"Human-centered computing",31
12,"Human-centered computing+Collaborative and social computing",31
33,"Human-centered computing+Human computer interaction (HCI)",31
6,"Human-centered computing+Interaction design",31
7,"Human-centered computing+Ubiquitous and mobile computing",31
14,"Human-centered computing+Visualization",31
60,"Information systems",31
35,"Information systems+Data management systems",31
101,"Information systems+Information retrieval",31
8,"Information systems+Information storage systems",31
59,"Information systems+Information systems applications",31
21,"Information systems+World Wide Web",31
9,"Mathematics of computing",31
15,"Mathematics of computing+Discrete mathematics",31
7,"Mathematics of computing+Mathematical analysis",31
3,"Mathematics of computing+Probability and statistics",31
10,"Networks",31
4,"Networks+Network algorithms",31
1,"Networks+Network architectures",31
2,"Networks+Network components",31
3,"Networks+Network performance evaluation",31
4,"Networks+Network properties",31
2,"Networks+Network services",31
10,"Networks+Network types",31
12,"Security and privacy",31
3,"Security and privacy+Cryptography",31
4,"Security and privacy+Database and storage security",31
2,"Security and privacy+Human and societal aspects of security and privacy",31
2,"Security and privacy+Intrusion/anomaly detection and malware mitigation",31
5,"Security and privacy+Security in hardware",31
6,"Security and privacy+Security services",31
2,"Security and privacy+Software and application security",31
3,"Security and privacy+Systems security",31
8,"Social and professional topics",31
4,"Social and professional topics+Computing / technology policy",31
14,"Social and professional topics+Professional topics",31
1,"Social and professional topics+User characteristics",31
18,"Software and its engineering",31
18,"Software and its engineering+Software creation and management",31
10,"Software and its engineering+Software notations and tools",31
46,"Software and its engineering+Software organization and properties",31
29,"Theory of computation",31
26,"Theory of computation+Design and analysis of algorithms",31
2,"Theory of computation+Logic",31
3,"Theory of computation+Models of computation",31
2,"Theory of computation+Randomness, geometry and discrete structures",31
6,"Theory of computation+Semantics and reasoning",31
49,"Theory of computation+Theory and algorithms for application domains",31
10,"Applied computing",32
3,"Applied computing+Arts and humanities",32
5,"Applied computing+Education",32
2,"Applied computing+Enterprise computing",32
2,"Applied computing+Law, social and behavioral sciences",32
7,"Applied computing+Life and medical sciences",32
2,"Applied computing+Physical sciences and engineering",32
15,"Computer systems organization",32
10,"Computer systems organization+Architectures",32
5,"Computer systems organization+Dependable and fault-tolerant systems and networks",32
15,"Computer systems organization+Embedded and cyber-physical systems",32
5,"Computer systems organization+Real-time systems",32
51,"Computing methodologies",32
70,"Computing methodologies+Artificial intelligence",32
17,"Computing methodologies+Computer graphics",32
2,"Computing methodologies+Concurrent computing methodologies",32
2,"Computing methodologies+Distributed computing methodologies",32
62,"Computing methodologies+Machine learning",32
23,"Computing methodologies+Modeling and simulation",32
2,"Computing methodologies+Parallel computing methodologies",32
2,"Computing methodologies+Symbolic and algebraic manipulation",32
4,"General and reference",32
4,"General and reference+Cross-computing tools and techniques",32
8,"General and reference+Document types",32
3,"Hardware",32
2,"Hardware+Communication hardware, interfaces and storage",32
5,"Hardware+Integrated circuits",32
3,"Hardware+Power and energy",32
12,"Human-centered computing",32
22,"Human-centered computing+Human computer interaction (HCI)",32
7,"Human-centered computing+Ubiquitous and mobile computing",32
28,"Information systems",32
11,"Information systems+Data management systems",32
36,"Information systems+Information retrieval",32
39,"Information systems+Information systems applications",32
19,"Information systems+World Wide Web",32
9,"Mathematics of computing",32
9,"Mathematics of computing+Discrete mathematics",32
2,"Mathematics of computing+Information theory",32
9,"Mathematics of computing+Mathematical analysis",32
9,"Mathematics of computing+Probability and statistics",32
17,"Networks",32
1,"Networks+Network performance evaluation",32
12,"Networks+Network properties",32
5,"Networks+Network protocols",32
6,"Networks+Network services",32
13,"Networks+Network types",32
6,"Security and privacy",32
4,"Security and privacy+Formal methods and theory of security",32
5,"Security and privacy+Human and societal aspects of security and privacy",32
2,"Security and privacy+Network security",32
3,"Security and privacy+Security services",32
3,"Social and professional topics",32
11,"Social and professional topics+Professional topics",32
15,"Software and its engineering",32
50,"Software and its engineering+Software creation and management",32
5,"Software and its engineering+Software notations and tools",32
4,"Software and its engineering+Software organization and properties",32
11,"Theory of computation",32
8,"Theory of computation+Design and analysis of algorithms",32
2,"Theory of computation+Logic",32
2,"Theory of computation+Randomness, geometry and discrete structures",32
3,"Theory of computation+Semantics and reasoning",32
17,"Theory of computation+Theory and algorithms for application domains",32
20,"Applied computing",33
1,"Applied computing+Arts and humanities",33
3,"Applied computing+Document management and text processing",33
7,"Applied computing+Education",33
4,"Applied computing+Electronic commerce",33
6,"Applied computing+Law, social and behavioral sciences",33
15,"Applied computing+Life and medical sciences",33
5,"Applied computing+Operations research",33
6,"Applied computing+Physical sciences and engineering",33
17,"Computer systems organization",33
20,"Computer systems organization+Architectures",33
13,"Computer systems organization+Dependable and fault-tolerant systems and networks",33
18,"Computer systems organization+Embedded and cyber-physical systems",33
64,"Computing methodologies",33
113,"Computing methodologies+Artificial intelligence",33
17,"Computing methodologies+Computer graphics",33
2,"Computing methodologies+Distributed computing methodologies",33
86,"Computing methodologies+Machine learning",33
9,"Computing methodologies+Modeling and simulation",33
6,"General and reference",33
13,"General and reference+Cross-computing tools and techniques",33
4,"General and reference+Document types",33
10,"Hardware",33
10,"Hardware+Communication hardware, interfaces and storage",33
3,"Hardware+Electronic design automation",33
3,"Hardware+Emerging technologies",33
3,"Hardware+Integrated circuits",33
11,"Hardware+Power and energy",33
3,"Hardware+Robustness",33
13,"Human-centered computing",33
2,"Human-centered computing+Collaborative and social computing",33
19,"Human-centered computing+Human computer interaction (HCI)",33
7,"Human-centered computing+Interaction design",33
6,"Human-centered computing+Ubiquitous and mobile computing",33
55,"Information systems",33
50,"Information systems+Data management systems",33
97,"Information systems+Information retrieval",33
6,"Information systems+Information storage systems",33
26,"Information systems+Information systems applications",33
14,"Information systems+World Wide Web",33
5,"Mathematics of computing",33
12,"Mathematics of computing+Discrete mathematics",33
3,"Mathematics of computing+Probability and statistics",33
10,"Networks",33
2,"Networks+Network components",33
4,"Networks+Network performance evaluation",33
4,"Networks+Network properties",33
2,"Networks+Network protocols",33
2,"Networks+Network services",33
15,"Networks+Network types",33
13,"Security and privacy",33
1,"Security and privacy+Cryptography",33
4,"Security and privacy+Human and societal aspects of security and privacy",33
5,"Security and privacy+Intrusion/anomaly detection and malware mitigation",33
9,"Security and privacy+Security services",33
4,"Security and privacy+Software and application security",33
7,"Security and privacy+Systems security",33
4,"Social and professional topics",33
3,"Social and professional topics+Computing / technology policy",33
7,"Social and professional topics+Professional topics",33
2,"Social and professional topics+User characteristics",33
4,"Software and its engineering",33
3,"Software and its engineering+Software creation and management",33
6,"Software and its engineering+Software notations and tools",33
3,"Software and its engineering+Software organization and properties",33
14,"Theory of computation",33
13,"Theory of computation+Design and analysis of algorithms",33
28,"Theory of computation+Theory and algorithms for application domains",33
15,"Applied computing",34
2,"Applied computing+Computers in other domains",34
1,"Applied computing+Document management and text processing",34
3,"Applied computing+Education",34
1,"Applied computing+Enterprise computing",34
22,"Applied computing+Life and medical sciences",34
5,"Applied computing+Operations research",34
6,"Applied computing+Physical sciences and engineering",34
5,"Computer systems organization",34
3,"Computer systems organization+Architectures",34
3,"Computer systems organization+Dependable and fault-tolerant systems and networks",34
4,"Computer systems organization+Embedded and cyber-physical systems",34
40,"Computing methodologies",34
81,"Computing methodologies+Artificial intelligence",34
5,"Computing methodologies+Computer graphics",34
55,"Computing methodologies+Machine learning",34
2,"Computing methodologies+Parallel computing methodologies",34
3,"General and reference",34
6,"General and reference+Cross-computing tools and techniques",34
8,"Hardware",34
10,"Hardware+Communication hardware, interfaces and storage",34
3,"Hardware+Emerging technologies",34
1,"Hardware+Hardware validation",34
6,"Hardware+Integrated circuits",34
3,"Hardware+Power and energy",34
9,"Hardware+Robustness",34
1,"Hardware+Very large scale integration design",34
9,"Human-centered computing",34
3,"Human-centered computing+Collaborative and social computing",34
13,"Human-centered computing+Human computer interaction (HCI)",34
5,"Human-centered computing+Ubiquitous and mobile computing",34
3,"Human-centered computing+Visualization",34
45,"Information systems",34
105,"Information systems+Information retrieval",34
3,"Information systems+Information storage systems",34
42,"Information systems+Information systems applications",34
20,"Information systems+World Wide Web",34
7,"Networks",34
1,"Networks+Network architectures",34
2,"Networks+Network components",34
2,"Networks+Network performance evaluation",34
3,"Networks+Network protocols",34
3,"Networks+Network services",34
8,"Networks+Network types",34
4,"Security and privacy",34
2,"Security and privacy+Intrusion/anomaly detection and malware mitigation",34
3,"Security and privacy+Security services",34
2,"Security and privacy+Software and application security",34
2,"Social and professional topics",34
6,"Social and professional topics+Professional topics",34
3,"Software and its engineering",34
2,"Software and its engineering+Software creation and management",34
4,"Software and its engineering+Software notations and tools",34
1,"Theory of computation",34
3,"Theory of computation+Theory and algorithms for application domains",34
7,"Applied computing",35
9,"Applied computing+Education",35
2,"Applied computing+Enterprise computing",35
2,"Applied computing+Law, social and behavioral sciences",35
1,"Applied computing+Life and medical sciences",35
3,"Applied computing+Operations research",35
9,"Computing methodologies",35
12,"Computing methodologies+Artificial intelligence",35
4,"Computing methodologies+Computer graphics",35
9,"Computing methodologies+Machine learning",35
5,"Computing methodologies+Modeling and simulation",35
1,"General and reference",35
2,"General and reference+Cross-computing tools and techniques",35
3,"Hardware",35
3,"Hardware+Communication hardware, interfaces and storage",35
4,"Hardware+Electronic design automation",35
3,"Hardware+Integrated circuits",35
4,"Human-centered computing",35
3,"Human-centered computing+Collaborative and social computing",35
4,"Human-centered computing+Human computer interaction (HCI)",35
2,"Human-centered computing+Visualization",35
6,"Information systems",35
3,"Information systems+Data management systems",35
5,"Information systems+Information retrieval",35
2,"Information systems+Information systems applications",35
4,"Information systems+World Wide Web",35
2,"Mathematics of computing",35
6,"Mathematics of computing+Probability and statistics",35
4,"Networks",35
2,"Networks+Network performance evaluation",35
1,"Networks+Network protocols",35
5,"Networks+Network types",35
3,"Security and privacy",35
1,"Security and privacy+Cryptography",35
2,"Security and privacy+Formal methods and theory of security",35
2,"Security and privacy+Human and societal aspects of security and privacy",35
2,"Security and privacy+Software and application security",35
2,"Social and professional topics",35
3,"Social and professional topics+Computing / technology policy",35
4,"Social and professional topics+Professional topics",35
3,"Software and its engineering",35
9,"Software and its engineering+Software creation and management",35
4,"Software and its engineering+Software notations and tools",35
4,"Software and its engineering+Software organization and properties",35
1,"Theory of computation",35
3,"Theory of computation+Semantics and reasoning",35
2,"Applied computing",36
8,"Applied computing+Life and medical sciences",36
3,"Computing methodologies",36
9,"Computing methodologies+Computer graphics",36
5,"Applied computing",37
3,"Applied computing+Computers in other domains",37
12,"Applied computing+Life and medical sciences",37
1,"Computer systems organization",37
1,"Computer systems organization+Architectures",37
1,"Computer systems organization+Embedded and cyber-physical systems",37
24,"Computing methodologies",37
42,"Computing methodologies+Artificial intelligence",37
10,"Computing methodologies+Computer graphics",37
24,"Computing methodologies+Machine learning",37
7,"Computing methodologies+Modeling and simulation",37
3,"Computing methodologies+Symbolic and algebraic manipulation",37
1,"General and reference",37
2,"General and reference+Document types",37
1,"Hardware",37
3,"Hardware+Integrated circuits",37
5,"Human-centered computing",37
4,"Human-centered computing+Human computer interaction (HCI)",37
2,"Human-centered computing+Interaction design",37
1,"Human-centered computing+Ubiquitous and mobile computing",37
1,"Human-centered computing+Visualization",37
14,"Information systems",37
29,"Information systems+Information retrieval",37
13,"Information systems+Information systems applications",37
2,"Information systems+World Wide Web",37
1,"Mathematics of computing",37
2,"Mathematics of computing+Probability and statistics",37
1,"Networks",37
2,"Networks+Network algorithms",37
2,"Security and privacy",37
2,"Security and privacy+Formal methods and theory of security",37
1,"Security and privacy+Software and application security",37
2,"Theory of computation",37
4,"Theory of computation+Design and analysis of algorithms",37
3,"Theory of computation+Theory and algorithms for application domains",37
1,"Applied computing",41
2,"Applied computing+Computer forensics",41
3,"Computer systems organization",41
2,"Computer systems organization+Dependable and fault-tolerant systems and networks",41
6,"Computer systems organization+Embedded and cyber-physical systems",41
6,"Computing methodologies",41
19,"Computing methodologies+Artificial intelligence",41
2,"Computing methodologies+Distributed computing methodologies",41
1,"Computing methodologies+Machine learning",41
1,"Human-centered computing",41
2,"Human-centered computing+Human computer interaction (HCI)",41
2,"Information systems",41
2,"Information systems+Data management systems",41
3,"Information systems+Information systems applications",41
2,"Networks",41
3,"Networks+Network algorithms",41
2,"Networks+Network properties",41
7,"Security and privacy",41
4,"Security and privacy+Cryptography",41
1,"Security and privacy+Database and storage security",41
4,"Security and privacy+Security services",41
4,"Security and privacy+Software and application security",41
2,"Software and its engineering",41
5,"Software and its engineering+Software creation and management",41
18,"Applied computing",42
2,"Applied computing+Computers in other domains",42
6,"Applied computing+Document management and text processing",42
14,"Applied computing+Education",42
1,"Applied computing+Enterprise computing",42
2,"Applied computing+Law, social and behavioral sciences",42
16,"Applied computing+Life and medical sciences",42
2,"Applied computing+Operations research",42
2,"Applied computing+Physical sciences and engineering",42
14,"Computer systems organization",42
19,"Computer systems organization+Architectures",42
8,"Computer systems organization+Dependable and fault-tolerant systems and networks",42
13,"Computer systems organization+Embedded and cyber-physical systems",42
2,"Computer systems organization+Real-time systems",42
40,"Computing methodologies",42
54,"Computing methodologies+Artificial intelligence",42
6,"Computing methodologies+Computer graphics",42
3,"Computing methodologies+Distributed computing methodologies",42
43,"Computing methodologies+Machine learning",42
7,"Computing methodologies+Modeling and simulation",42
6,"Computing methodologies+Symbolic and algebraic manipulation",42
1,"General and reference",42
2,"General and reference+Document types",42
6,"Hardware",42
4,"Hardware+Communication hardware, interfaces and storage",42
5,"Hardware+Integrated circuits",42
3,"Hardware+Power and energy",42
11,"Human-centered computing",42
22,"Human-centered computing+Human computer interaction (HCI)",42
6,"Human-centered computing+Ubiquitous and mobile computing",42
2,"Human-centered computing+Visualization",42
32,"Information systems",42
5,"Information systems+Data management systems",42
49,"Information systems+Information retrieval",42
12,"Information systems+Information storage systems",42
23,"Information systems+Information systems applications",42
19,"Information systems+World Wide Web",42
4,"Mathematics of computing",42
7,"Mathematics of computing+Discrete mathematics",42
3,"Mathematics of computing+Mathematical analysis",42
5,"Mathematics of computing+Probability and statistics",42
12,"Networks",42
7,"Networks+Network performance evaluation",42
8,"Networks+Network properties",42
2,"Networks+Network protocols",42
2,"Networks+Network services",42
8,"Networks+Network types",42
6,"Security and privacy",42
3,"Security and privacy+Cryptography",42
4,"Security and privacy+Intrusion/anomaly detection and malware mitigation",42
2,"Security and privacy+Network security",42
3,"Security and privacy+Security in hardware",42
6,"Security and privacy+Security services",42
1,"Security and privacy+Software and application security",42
3,"Security and privacy+Systems security",42
6,"Social and professional topics",42
2,"Social and professional topics+Computing / technology policy",42
13,"Social and professional topics+Professional topics",42
2,"Social and professional topics+User characteristics",42
5,"Software and its engineering",42
4,"Software and its engineering+Software creation and management",42
13,"Software and its engineering+Software organization and properties",42
9,"Theory of computation",42
11,"Theory of computation+Design and analysis of algorithms",42
1,"Theory of computation+Randomness, geometry and discrete structures",42
10,"Theory of computation+Theory and algorithms for application domains",42
15,"Applied computing",43
1,"Applied computing+Document management and text processing",43
7,"Applied computing+Education",43
2,"Applied computing+Enterprise computing",43
15,"Applied computing+Life and medical sciences",43
2,"Applied computing+Operations research",43
10,"Applied computing+Physical sciences and engineering",43
9,"Computer systems organization",43
12,"Computer systems organization+Architectures",43
7,"Computer systems organization+Dependable and fault-tolerant systems and networks",43
3,"Computer systems organization+Embedded and cyber-physical systems",43
3,"Computer systems organization+Real-time systems",43
20,"Computing methodologies",43
29,"Computing methodologies+Artificial intelligence",43
1,"Computing methodologies+Computer graphics",43
21,"Computing methodologies+Machine learning",43
8,"Computing methodologies+Modeling and simulation",43
2,"General and reference",43
4,"General and reference+Document types",43
5,"Hardware",43
2,"Hardware+Communication hardware, interfaces and storage",43
3,"Hardware+Emerging technologies",43
12,"Hardware+Integrated circuits",43
1,"Human-centered computing",43
2,"Human-centered computing+Ubiquitous and mobile computing",43
21,"Information systems",43
6,"Information systems+Data management systems",43
33,"Information systems+Information retrieval",43
4,"Information systems+Information storage systems",43
17,"Information systems+Information systems applications",43
6,"Information systems+World Wide Web",43
4,"Mathematics of computing",43
3,"Mathematics of computing+Discrete mathematics",43
5,"Mathematics of computing+Mathematical analysis",43
3,"Mathematics of computing+Probability and statistics",43
8,"Networks",43
5,"Networks+Network performance evaluation",43
5,"Networks+Network properties",43
1,"Networks+Network protocols",43
4,"Networks+Network services",43
2,"Networks+Network types",43
3,"Security and privacy",43
1,"Security and privacy+Database and storage security",43
2,"Security and privacy+Formal methods and theory of security",43
2,"Security and privacy+Human and societal aspects of security and privacy",43
1,"Social and professional topics",43
4,"Social and professional topics+Professional topics",43
6,"Software and its engineering",43
11,"Software and its engineering+Software creation and management",43
6,"Software and its engineering+Software notations and tools",43
2,"Theory of computation",43
3,"Theory of computation+Design and analysis of algorithms",43
2,"Theory of computation+Theory and algorithms for application domains",43
35,"Applied computing",44
3,"Applied computing+Arts and humanities",44
2,"Applied computing+Computers in other domains",44
1,"Applied computing+Document management and text processing",44
4,"Applied computing+Education",44
7,"Applied computing+Electronic commerce",44
5,"Applied computing+Enterprise computing",44
4,"Applied computing+Law, social and behavioral sciences",44
48,"Applied computing+Life and medical sciences",44
11,"Applied computing+Operations research",44
9,"Applied computing+Physical sciences and engineering",44
5,"Computer systems organization",44
9,"Computer systems organization+Architectures",44
2,"Computer systems organization+Dependable and fault-tolerant systems and networks",44
5,"Computer systems organization+Embedded and cyber-physical systems",44
81,"Computing methodologies",44
177,"Computing methodologies+Artificial intelligence",44
17,"Computing methodologies+Computer graphics",44
83,"Computing methodologies+Machine learning",44
14,"Computing methodologies+Modeling and simulation",44
3,"Computing methodologies+Symbolic and algebraic manipulation",44
2,"General and reference",44
2,"General and reference+Cross-computing tools and techniques",44
2,"General and reference+Document types",44
5,"Hardware",44
5,"Hardware+Communication hardware, interfaces and storage",44
1,"Hardware+Emerging technologies",44
3,"Hardware+Hardware validation",44
3,"Hardware+Robustness",44
22,"Human-centered computing",44
